k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00583	0	0	0	0.35913	0.29306	0	0.53393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04631	0	0	0	0	0	0	0	0	0	0	0.392	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33496	0	0	0	0	0	0	0.03906	0.06976	0	0	0	0	0	0	0	0	0.27242	0	0	0	0	0	0	0	0	0.02959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5407	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43072	0.00003	0	0.00063	0	0.00005	1.4262	0.14958	0.00002	0.00108	0	0.00319	0	0	0.00197	0	0.00009	0.0006	0	0	0.00413	0	0.00002	0.04517	0	0	0.00003	0.03651	0.00026	0	0	0	0	0	0.00662	0	0.00005	0	0.00229	0.03096	0.00004	0.10844	0.00014	0	0	0	0	0	0.00001	0	0.05482	0.42566	0	0.0008	0	0	0	0	0.00286	0	0	0.0011	0.09876	0	0.00215	0	0	0	0	0	0	0	0	0.0003	0	0	0	0	0	0	0	0.12018	0	0.00046	0	0	0	0	0.32248	0	0	0	0	0.00347	0	0	0	0	0	0	0.17085	0.00005	0.00001	0	0	0.42439	0.00277	0	0.00121	0.00006	0	0	0	0.00012	0.09299	0.00075	0.0001	0	0	0	0.00015	0.64887	0.00091	0.00928	0	0.00087	0	0	0	0	0.1041	0.00123	0.00133	0.00919	0.00002	0	0.01372	0.12283	0	0	0	0.00421	0	0	0.01206	0	0.00001	0.07894	0	0.00001	0.03291	0.00316	0	0.00084	0.00022	0	0	0	0.00384	0.07508	0	0.00982	0.10279	0	0.00001	0.01301	0.00001	0	0.00032	0.01007	0	0	0.00937	0	0.0128	0	0	0.01814	0.00118	0	0	0	0.00013	0	0	0.03583	0.02682	0.0002	0	0.01488	0	0.00363	0.05069	0.00007	0.00027	0	0	0.12098	0	0	0	0	0	0	0	0.01707	0	0	0.02847	0.00046	0	0.00007	0.00047	0.11265	0	0	0	0.0236	0	0.00063	0.23644	0	0.01214	0	0.00001	0.13078	0.01536	0	0.00001	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_unclassified	0	0	0	0	0	0	0	0	0.39518	0	0	0	0	0	0	0	0	0	0	0	0.00079	0	0	0	0.06683	0	0	0.19355	0	0	0	0	0	0	0	0	0	0	0	0.00582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00212	0	0	0	0	0	0	0	0	0.00904	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05286	0	0	0	0	0	0	0	0	0.00955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026	0	0	0	0	0.06852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0.00047	0	0	0.00032	0	0	0.00026	0	0.00003	0.00433	0	0	0.00291	0	0	0.00037	0.00449	0.00002	0	0	0	0	0.00001	0.00001	0	0.00079	0	0	0	0.00198	0	0	0	0.00007	0.00056	0	0	0.00174	0	0.00001	0	0.00125	0	0	0.00134	0	0	0.02002	0	0.00016	0	0	0.00211	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00115	0.00011	0	0	0	0	0.00406	0	0	0	0.00003	0	0	0	0	0	0.00037	0	0	0	0	0	0	0	0.00003	0	0	0	0	0	0	0	0	0	0.00005	0.01529	0	0	0.00032	0	0	0	0	0.01509	0.00124	0.00008	0	0	0	0	0	0	0.06601	0.00005	0.00018	0	0.00006	0	0	0.00158	0	0	0.11797	0	0	0	0	0	0	0	0	0	0	0.00004	0.00018	0	0	0	0.00003	0.00018	0	0.00017	0	0	0	0	0	0	0.10177	0	0	0	0.00516	0.01165	0.01351	0	0.00012	0	0	0	0.00587	0	0	0	0.00006	0	0	0.00019	0	0	0	0	0	0.00001	0	0	0.00035	0	0	0.00271	0	0	0.00002	0.00033	0	0	0.01035	0.00001	0	0	0.00006	0	0	0.00056	0	0.00049	0	0	0	0.00001	0.00001	0	0	0.16496	0	0	0	0.04993	0	0	0	0	0	0.00004	0.00001	0	0.00001	0	0	0.01456	0	0.00002
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_stadtmanae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01755	0	0	0	0	0	0.06855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00056	0	0	0	0	0	0	0	0	0	0	0	0	0.10198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019	0	0	0.00113	0	0.00013	0	0	0	0	0	0	0	0	0.00005	0	0	0	0	0	0.00019	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00002	0	0	0	0	0	0	0	0	0.00001	0	0.00044	0	0	0	0	0	0	0	0.00001	0	0	0.00002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00053	0.02392	0	0	0.09442	0	0	0	0.02444	0	0.07381	0.00003	0	0	0	0	0	0.05951	0.00003	0	0.00002	0	0.00001	0.00004	0	0	0.01738	0.00001	0	0	0	0.00036	0.00727	0	0	0	0	0	0	0	0	0	0	0.00008	0	0.00001	0.00001	0	0.00129	0	0.00148	0	0	0	0.00873	0	0.00007	0	0.04952	0	0	0	0	0	0.01785	0	0.00005	0	0	0	0	0	0	0	0	0	0.00001	0.03727	0	0	0.00007	0	0	0	0	0	0.00104	0	0	0	0	0	0.02687	0	0	0	0	0	0	0.08587	0	0	0	0	0	0	0	0	0	0.02238	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00131	0	0	0	0	0	0	0.0029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00048	0	0	0.00766	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10513	0	0	0	0	0	0	0	0.00137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013	0	0.00222	0.00628	0	0	0	0	0	0	0.01093	0.02131	0	0.00078	0	0	0	0	0	0	0	0	0.00289	0	0	0	0.00874	0	0	0	0	0	0.00082	0	0	0	0	0	0	0.00394	0	0.00537	0.00981	0	0	0.03007	0	0	0	0	0.00153	0	0	0.00094	0	0.00232	0	0.00482	0	0	0	0.00711	0.00227	0	0	0.00208	0	0.02725	0.00533	0	0	0	0	0.0284	0.00219	0	0	0	0	0.00277	0	0	0	0	0	0.00781	0	0	0.01796	0.00045	0	0	0	0	0.01272	0	0	0.0317	0	0	0	0	0	0	0.00426	0	0	0	0	0	0	0	0	0.00479	0	0.00563	0.00012	0.00053	0.0028	0.00175	0.00001	0	0.00009	0.00067	0.00006	0.00001	0.00631	0.00027	0.00153	0	0.00001	0.00002	0.00018	0.00418	0.0002	0.00112	0.00002	0.01403	0	0.00002	0.00013	0.01842	0.00625	0.00001	0	0.00427	0.00027	0.00025	0.00385	0.00028	0.01114	0.00004	0	0.00086	0.00717	0.00048	0.00481	0.00085	0	0.00676	0.00302	0.00004	0.0025	0	0.0006	0.00086	0	0	0	0.02398	0.00013	0.00154	0.00434	0.00115	0.0002	0.00013	0.00097	0.00406	0.00001	0.00023	0.01396	0.00013	0.00001	0.00278	0.00015	0.00224	0.00025	0.00191	0.00002	0.00486	0	0.01479	0	0	0.00567	0.00733	0	0.00011	0	0.00073	0.00077	0.00138	0	0.00009	0.00015	0.00744	0.01337	0.00027	0.00189	0.0003	0	0.00017	0.00041	0.00025	0.00471	0.00013	0.00002	0.00315	0.01485	0.00579	0.00032	0	0.00008	0.00338	0.01024	0.00018	0.00066	0.01023	0.00003	0	0.00047	0.00161	0.00022	0	0	0	0	0	0	0	0	0	0	0.00001	0	0	0	0	0	0.00014	0	0	0	0	0	0	0	0	0	0	0	0.00001	0	0.00001	0.02973	0	0.00102	0	0.00208	0	0	0	0	0	0	0.00244	0	0.01838	0	0	0.01081	0	0	0	0.00085	0	0.00013	0	0	0	0	0	0	0	0.00018	0	0	0	0.00034	0	0	0	0	0	0	0	0	0.00036	0	0	0	0	0	0	0	0	0	0	0	0.00494	0	0	0	0	0.07099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00197	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus	0	0	0	0	0	0	0	0	0.00557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00061	0	0	0	0.00286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00086	0.00017	0.01601	0	0	0	0.00286	0.00069	0.01344	0	0	0	0	0	0.0197	0.00284	0.00168	0	0	0.00063	0	0	0	0.00796	0	0.00093	0	0	0.02155	0.03963	0	0	0.00268	0.00351	0	0	0.01087	0	0.00381	0.00581	0	0	0.00786	0	0	0	0.00042	0	0	0	0	0.00848	0.04492	0	0	0	0	0.01473	0.00782	0	0	0	0.00502	0.00458	0.00487	0.00147	0.00135	0	0	0.01636	0.00584	0	0.00779	0	0	0	0.0019	0	0	0	0	0.00666	0.01871	0	0	0.0079	0	0	0	0	0	0	0	0.01596	0.27006	0	0	0	0	0.0008	0	0	0	0	0	0	0	0	0	0	0.01766	0	0	0.00044	0	0.01156	0	0	0	0	0.01084	0	0	0	0.00025	0.00072	0.00009	0	0	0	0.028	0.00006	0.01788	0.01114	0	0	0	0	0.01974	0.02361	0	0	0.0014	0	0.00098	0.01987	0.00069	0	0.00102	0	0	0.00001	0.01058	0	0	0	0.00027	0.0029	0.00934	0.00595	0	0	0.00145	0	0	0.00002	0	0.01168	0.00406	0.00001	0.00084	0.02212	0	0	0.00596	0	0.00032	0.0673	0.00038	0.00002	0.00007	0	0	0	0	0	0.00722	0	0.00417	0	0	0.00003	0.00461	0	0	0.0003	0.00003	0	0	0	0	0.00324	0.04023	0	0	0.0014	0.00016	0	0	0.00151	0	0.09716	0	0	0.00142	0.01694	0	0.00003	0.00032	0	0.00174	0.00001	0	0.03885	0.03369	0.0203	0	0	0	0.00005	0.00078	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00192	0	0	0	0	0	0.00002	0	0	0	0.00006	0	0	0	0	0	0.00001	0	0	0	0	0	0	0	0.00121	0	0.00119	0	0	0	0.00031	0	0	0	0	0.00002	0	0	0	0.00006	0.00008	0	0.00014	0.01147	0	0	0	0	0	0	0.00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012	0.00025	0.00003	0	0.00027	0	0	0	0	0	0	0	0	0	0.00154	0	0	0	0	0.00002	0	0.0001	0	0	0	0	0	0	0	0	0	0	0.00018	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_turicensis	0	0	0	0	0	0	0	0	0.03359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00102	0	0	0	0	0.00002	0	0	0	0	0	0.00041	0	0	0	0	0	0	0.00003	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012	0	0	0	0	0.00009	0	0	0	0	0	0.00002	0	0	0	0	0	0.00016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00005	0	0	0	0	0	0.00174	0	0	0	0	0	0	0	0	0	0.01966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00229	0	0	0	0	0.00575	0.00001	0	0	0	0	0	0.00006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00687	0	0	0.00021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0034	0	0	0	0.00053	0	0	0	0	0	0	0	0	0	0	0	0.00033	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa	0	0	0	0	0	0	0.00068	0	0.08068	0	0	0	0	0.00024	0	0	0	0	0	0	0.00508	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0126	0	0	0	0	0	0.00045	0	0.00104	0	0.00931	0	0	0.02082	0	0.00092	0.00463	0	0	0	0	0.00016	0	0	0	0	0.00119	0.00143	0	0	0	0	0	0.00711	0.01725	0	0	0	0	0	0	0	0.00022	0	0.0041	0	0	0.00168	0	0	0	0	0	0.01626	0	0	0	0	0.0164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0102	0	0.00145	0	0.00015	0	0	0	0.00356	0.03838	0.00275	0.02914	0	0.06203	0.00616	0.01119	0	0.00996	0.00089	0.025	0	0.00037	0	0.0507	0.02635	0	0.00112	0	0.00088	0	0	0.00346	0.08637	0.00503	0.0211	0.0031	0	0.00909	0.01382	0	0.00216	0.00272	0.00383	0	0.0037	0.01792	0.01299	0.02285	0.00048	0	0	0.04294	0	0	0.0049	0.00818	0.00959	0	0.12222	0.02045	0.01124	0.00051	0	0.01117	0.00016	0.00181	0.01227	0.0062	0.00152	0	0.00122	0.00537	0.00422	0.03991	0.0231	0.01664	0	0	0.00201	0.03451	0.00744	0.00048	0.00176	0	0.00543	0.00545	0	0	0.0081	0	0.01305	0.07351	0	0	0.03695	0	0	0	0.01699	0	0.00043	0	0.00508	0.02201	0.02987	0.00772	0.39636	0	0.02636	0	0.01308	0	0	0.01193	0	0.25532	0	0	0	0.00959	0.00961	0.00992	0.00094	0	0.00081	0.01272	0.00115	0.00102	0.00001	0.00236	0.01653	0.00005	0.00288	0.00032	0.00003	0	0.00176	0.00111	0.00079	0.05162	0.02295	0.00002	0.00209	0.0145	0.00029	0.00225	0	0.00515	0	0.0038	0.025	0.00006	0	0	0.00916	0.00145	0.00352	0.00589	0.03013	0.051	0.0001	0.00025	0.01864	0.00025	0	0.00004	0.00011	0.10489	0.00018	0	0.00026	0.0168	0.00584	0.0566	0.00004	0.00877	0.01909	0.01531	0.00511	0.00137	0.00036	0	0.01092	0.41506	0	0.00501	0.00201	0.05689	0.00594	0.00247	0.094	0.00506	0.0001	0.00698	0.00001	0.01274	0.00033	0.00134	0.00386	0.01974	0.14203	0.00004	0.00012	0.0693	0.00007	0.00002	0	0.03857	0.00112	0.00058	0.0042	0.00178	0.02858	0.17404	0.04615	0.00106	0.00816	0.05078	0	0.0009	0.00163	0.00133	0.00297	0	0	0.00003	0.01002	0.00262	0.06671	0.00681	0.00098	0.00255	0.0069	0.02809	0.00005	0.00001	0.18146	0	0.00003	0.00036	0	0.00001	0	0.01974	0.00009	0.00309	0	0.00198	0.0017	0.00005	0.00066	0.00003	0	0.01385	0	0	0	0.00107	0	0.00002	0.00048	0	0.00001	0	0.00005	0.00023	0.00015	0	0	0.00079	0.0002	0	0.00248	0	0	0	0.00031	0	0	0.01536	0.00002	0.00001	0	0.00023	0.03817	0.00053	0	0.00002	0.00002	0.00014	0.00105	0.00222	0	0	0.0004	0.00026	0.00065	0.00001	0.00009	0	0	0	0	0	0.00156	0.00143	0	0.00044	0	0.00017	0.0003	0	0	0	0.01869	0	0	0.01029	0	0	0.00008	0.00007	0	0.00135	0.00069	0	0.00362	0.00001	0	0	0.00179	0.00099	0	0	0.01926	0	0	0	0.00121	0	0.00001	0	0.00002	0	0	0.00003	0.00008	0.00172	0.00006	0.00339	0.01523	0.00135	0.00051
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00229	0	0.00223	0.00177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00079	0.00413	0	0	0	0	0	0	0	0.00725	0	0	0	0	0	0	0	0	0.00052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00692	0.00313	0	0.00197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014	0	0	0	0	0	0	0	0	0	0	0	0.00359	0	0.00355	0.00832	0.00276	0	0	0	0	0	0	0.00407	0.00014	0.00403	0	0	0	0	0	0	0	0	0.05588	0	0	0	0	0	0	0.0519	0	0.00919	0	0	0.00723	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0.0075	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00403	0	0.03469	0.0035	0	0	0	0.00504	0	0	0	0	0	0	0	0	0	0.00213	0	0	0.01313	0	0.00027	0.00029	0	0	0	0	0	0	0	0.00013	0.00131	0.00088	0.00006	0.00002	0	0	0.00194	0.00284	0.00005	0	0.00001	0	0	0	0.00544	0.00025	0	0.00057	0	0	0	0	0.00007	0.00001	0.00207	0	0	0	0.00132	0.00049	0.00054	0	0.00038	0.00086	0	0.00066	0.00015	0.00076	0.02124	0	0	0	0	0	0.00074	0.00732	0.00001	0.00015	0.00004	0	0.01007	0	0	0.00003	0.00398	0.00024	0.00149	0.00126	0.00407	0	0	0	0	0	0.00676	0.00001	0.00001	0	0.00028	0	0.00258	0	0.00072	0.00022	0.00008	0	0.00003	0.01102	0	0.00038	0.00097	0.00001	0.00009	0	0.00005	0	0	0.00087	0.00006	0	0.00006	0.01137	0.00003	0	0	0	0.08726	0.00011	0	0.0155	0.0102	0	0	0.00312	0	0	0	0.00006	0	0	0.00004	0	0	0.00052	0.00055	0.00006	0	0	0.00036	0.00002	0	0	0	0.00003	0	0	0.00002	0.00054	0	0.00139	0	0	0.00043	0.00073	0	0.00008	0.00034	0	0.00006	0	0.00538	0.00015	0	0	0	0	0.00071	0.00003	0	0.00014	0.00003	0	0.00035	0	0.00119	0.00004	0.00001	0.00001	0.0003	0	0	0.00036	0	0	0	0	0.00025	0.00097	0.00027	0.00079	0	0.00034	0	0.00003	0.00374	0	0	0.0001	0.00009	0.00001	0.00002	0	0	0	0	0	0.00024	0	0	0	0.00003	0.00058	0	0.00007	0.00043	0	0	0.00009	0	0	0	0.00001	0.0001	0	0	0	0.00237	0.00019	0	0.00092	0.00078	0.00002	0	0	0	0.00006	0.00002	0.00005	0.00071	0.00192
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	0	0	0	0	0	0	0	5.52417	0.0755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21281	0	0.00415	0	0	0	0	0	0	0.00027	0	0	0	0	0	0	1.08827	0	0	0	0.03074	0.00108	0.1439	0.20608	0.1913	0	0	0	0.75004	0.00376	0	0	0	0	0	0	0.01144	0	0	0.01323	0	0	0	0	0	0.01123	0.00127	0	3.85709	0	0	0.00158	0	0.00957	0	9.23411	2.07151	0.00338	0	0	0	0	0	0	0	0	0	0	0	0.91613	0	0.02436	0.21179	0	0.05857	0.40412	0	0	0	0	0	0	0	0	0	0	0.49197	0.14386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00052	0	0	0	0	0.06758	0	0	0	0	0	0	0	0.0285	0	0	0	0	0	0	0	0	0	0	0	0.00098	0	0	0	0	0	0	0	0	0	0	0	0.01202	0.00011	0.00443	0.00425	0	0.01206	0	0	0	0.00015	0	0	0	0	0	0	0	0	0	0	0	0.00222	0	0	0	1.21576	0	0	0.00245	0	0	0	0.01543	0	0	0	0	0	0	0.0163	0	0.00006	0	0	0.00001	0	0	0	0	0	0	0	0.05857	0	0.00095	0	0	0.00001	0	0	0	0	0	0	0.00009	0.00038	0	0	0.00053	0	1.77423	0	0	0	0	0	0	0	0	0	0	0.00097	0	0	0	0	0	0.00002	0	0	0	0	0	0	0	0.18249	0	0	0	0.00157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00032	0.00019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00001	0	0.14212	0	0	0	0	0	0.04046	0	0	0.05037	0	0	0	0	0.00033	0	0	0.09014	0	0	0	0.00047	1.93633	0.24104	0	0.22132	0.00853	1.36414	0	1.83012	0.00279	0	0.00047	0.03706	0.0021	0.02813	0.00002	0	0.00199	0	0.04669	0.12652	0.00055	0.00751	0.76817	0.00004	0	0	0	0.02265	0	0	0.00017	0.00288	0.00535	0	0	0	0.00008	0	0.01004	0.00006	0	0.00458	0.10243	0.44432	0	0.04729	0.00574	0	0.01114	0	0.06387	0	0.4311	0	0.00723	0.01368	0.00053	0.00006	0.00005	0.11922	0.48483	0.0033	0.38063	0.05496	0.14714	0	0.15319	0	0	0.00004	0	0.02012	0	0	0.0305	0.08103	0.02903	0	0.00355	0.27054	0.00068	0.00014	0	0.00035	0.0014	0.01019	0.00313	0.0003	0	0.07822	0.04476	0	0.00101	0	0	0	0.00001	0.00015	0.00084	0	0.02821	0	0	0	0.0169	0	0	0	0	0.12811	0	0	0.41762
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	0	0	0	0	0	0	0.00366	0	0	0	0	0	0	0.00377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00366	0	0	0	0	1.004	0	0.00488	0.68743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75183	0	0	0	0	0	0	0	0	0	0	0.7801	0	0	0	0	0	0	0	0.19687	0	0	0	0	0	0	0	0	0	0.03983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07182	0	0	0	0	0	0	0	0	0	0.23499	0	0	0	0	0	0	0	0	0.03373	0	0	0	0	0	0	0.13859	0	0	0	0	0	0	0	0	0	0	0	1.55251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14497	0	0	0	0	0	0	0	0.15435	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11075	0	0	0	0	0	0	0	0	0	0.27361	0	0	0	0	0	0	0	0	0	0.14917	0.00004	0.00072	0	0.00134	0.00002	0.36724	0.00002	0	0.03512	0.01027	0	0	0	0.00016	0	0.01996	0.81391	0	0	0.01095	0	0.00195	0	0.222	0.00032	0	0.00015	0	0	0	0	0	0.00004	0.01905	0.57521	0	0	0	0.98155	0.20896	0.00049	0	0	0	0.04283	0.00374	0	0.05167	0	0.06267	0.32996	0	0	0.23083	0	0.00002	0.0054	0.00028	0	0	0	0.06284	0	0	0.00001	0	0	0	0.00015	0.0086	0	0	0	0	0.00003	0.0006	0	0	0	0.08122	0	0	0.00004	0	0.10852	0	0	0.00002	0	0.14908	0.00147	0.0851	0	0	0	0	0	0	0	0	0.00215	0.00006	0.00611	0	0.00692	0.00133	0	0.00074	0.0022	0	0	0.00001	0	0	0	0.00008	0	0.01888	0.00044	0	0	0	0.00314	0	0.00011	0.00948	0.12653	0	0	0	0.00887	0.00003	0.00001	0	0.00717	0.20046	0.00064	0	0.00022	0.00009	0	0	0	0	0.01965	0.32452	0	0.07082	0.00377	0.14571	0.00014	0.30192	0	0	0	0	0	0	0.01986	0	0.00002	0.00013	0	0	0.00001	0.13255	0	0	0	0.007	0.07048	0	0	0.06421	0.01554	0	0	0.00971	0	0.05741	0.00052	0.00007	0	0.15797	0.00746	0	0	0.00004	0.16172	0	0	0	0	0	0	0	0.00063	0.00018	0.01553	0.00034	0.10545	0.00156	0.02852	0	0.00002	0.06769	0	0.01112	0	0.00033	0	0.00006	0	0	0.006	0.02238	0.0026	0.00063	0	0.70915	0	0	0	0.00003	0	0.13665	0	0.00933	0.09511	0.0019	0
