2369	123	7	237	551	2	1567	179	1187	3197	16	29011	25207	28	606	575	333	7292	79	138	478	3013	170	65	9	241791	38989	11788	129014	30377	199479	21575	3894	52270	324973	21176	160360	5011	253293	261809	24151	20725	400618	220351	125493	330972	35016	6120	34708	800	49280	257	67713	4625	101899	93283	5	1	3	79	9951	13364	2583	141	945439	6	168294	50	22911	1120	69278	216923	927	53247	2090	3144	807	691	414	10938	30408	6	743	642	486	21624	1499	1397	14895	2071	2335	3175	78062	167987	1663	21980	2466	31581	1704	9412	34724	171	25	66178	18829	1491	10065	0	814	1	167	3679	5692	49	302161	9709	2022	144819	12697	8462	3198	173	135340	15872	73375	6628	84	2486	6129	260	3731	11648	6210	1120	31768	5988	27379	4764	1668	109	7006	1664	4410	1535	30922	91113	214322	3013	25301	7521	3699	266	409	766	776951	4141	77	78248	3848	0	5	18255	18763	50758	12	492	1180	0	579	525	1932	5153	17	2161	296	214	709	492	823	760	0	32599	8011	1255	27587	2785	430	54761	61533	115728	428544	89	7708	1112	7443	486	8111	31005	32340	2167	1712	20758	3212	1190	1643	27	7	331	4811	4961	3811	44398	300378	23721	163031	10790	33	515	240048	21	152	108268	10	2	17	148	15	1440	0	340	16895	10	29	87	100	17	0	1	2480	4276	4937	3649	199	66	5137	0	27565	1	1532	3100	46	51	558	63	73	51	0	32	30	65	3	40	155	96	394	91	226	28	501	175	745	0	93	1611	0	3959	15	1577	61	109583	0	5	3	837	845	1267	96	115	938	27	2079	185	1188	182	701	535	3654	1418	359	3	12477	243	2	96	0	14	7	436	267	4129	4	642	10	353	72	92	411	24	437	2924	1283	277	5196	32	12724	12	5929	1098	306	667	64	49	118	687	963	14822	26082	4101	83128	1352	21848	9032	12671	80693	3052	13	3	43	369	55	72	0	1803	0	70	0	0	38	9	2901	1295	273	113	18	15	211	27	2	16	4406	429	7084	867	190	3304	1860	2749	4	24	8	1883	0	0	26	6	16	45	17	43	159	1821	637	934	2217	20	419	0	12	4	67	598	5	7	649	538	491	789	718	10	2179	87	482	194	4579	38	277	103	10606	22	866	1197	0	0	424	14	44	52	33	204	59	162	30	4	10	3	35752	1877	0	2	5	19	1278	7	34	1	19	16	194	53	0	52	0	5	1	4	16	57	65	57	182	4	24	141	5891	4	848	35	295	812	159	668	3	9429	7	193	122	233	143	0	1263	7	1	605	23	107	10	208	37	15	118	0	16	115	883	1011	142	32	16	0	123	120	0	64	2	134	54	0	0	0	428	6	14	6	53	10231	1	0	63	0	0	0	17	0	957	0	26	0	10	31	152	0	74	1714	4281	0	2863	90	3	1	556	2	92
2212	109	3	222	530	0	1491	152	1182	3122	16	29336	25190	34	590	575	329	7407	84	121	461	2985	152	85	5	242173	38394	11777	129481	30079	199448	21691	3882	52095	326746	20785	160077	5136	254064	262510	23523	20608	400839	220802	124779	331010	35050	6224	34664	841	49250	283	68221	4551	102407	92865	7	0	6	81	9883	13284	2657	155	946118	8	167803	70	22493	1081	68571	216435	887	53095	2190	2982	750	682	410	11079	30651	5	735	655	454	21286	1459	1454	15310	1970	2415	3001	77670	167045	1676	21659	2386	31704	1603	9323	34887	178	26	66304	18861	1360	10041	0	851	3	185	3691	5904	36	302732	9718	1970	145490	12706	8569	3269	152	135344	15921	73612	6715	88	2464	5979	254	3841	11655	6155	1167	31975	6053	27451	4650	1738	107	6980	1582	4375	1545	30407	90510	213734	3052	25379	7541	3567	257	380	742	778725	4058	94	78679	3709	0	10	18719	19147	50482	11	519	1142	0	604	484	1987	5018	13	2259	297	185	707	517	817	752	0	32180	8069	1239	27501	2679	406	54585	61283	115309	427331	91	7735	1030	7529	472	8135	31039	32226	2099	1653	20805	3256	1136	1697	34	3	319	4816	4936	3814	45315	299985	23980	162551	10720	37	526	239684	16	178	107702	6	0	24	122	9	1393	0	301	16910	6	34	67	111	18	2	0	2470	4390	4921	3653	182	77	5028	0	27385	0	1587	3088	45	53	589	47	62	58	2	37	26	61	4	56	140	107	409	69	223	15	422	194	798	0	73	1574	0	4000	23	1523	50	109740	0	1	4	831	841	1294	77	108	910	51	2113	183	1189	174	636	527	3585	1464	314	3	12435	218	4	108	1	11	2	386	263	4187	6	681	5	294	68	74	369	30	403	2979	1330	291	5345	23	12792	17	5993	1143	299	655	48	54	132	738	956	14648	26027	4036	82673	1336	21685	9036	12712	80095	2983	7	4	40	368	43	72	0	1767	1	76	0	2	41	11	2941	1330	270	122	13	18	214	38	4	15	4270	405	7143	844	205	3179	1843	2730	8	13	15	1883	0	0	21	8	12	37	16	39	166	1756	600	874	2123	32	472	0	19	5	65	622	3	5	681	561	538	843	680	4	2218	76	503	190	4653	41	308	111	10971	18	832	1147	0	1	445	7	47	42	38	218	44	152	27	4	15	8	35699	1854	0	0	8	27	1190	1	20	2	10	8	185	38	0	40	0	4	1	1	12	51	52	44	179	4	23	136	5682	4	793	33	266	800	125	654	1	9255	3	229	139	203	143	0	1235	3	0	575	22	93	10	195	25	9	116	0	14	111	889	1004	140	29	14	1	122	101	0	50	0	114	40	0	0	0	424	5	10	13	40	10003	1	0	67	0	0	0	20	0	951	0	14	0	14	32	146	0	72	1792	4296	0	2882	88	14	3	564	0	118
2279	111	4	234	529	0	1511	166	1150	3080	20	29026	25287	24	576	598	322	7351	90	119	448	2914	154	67	11	241775	38804	11968	130245	30301	200425	21649	3857	52203	325020	20865	160367	5123	253869	261044	23612	20729	400867	220454	124796	331709	35181	6087	34647	826	49288	277	67970	4482	101880	92867	4	0	5	73	10015	13502	2736	155	946827	9	168656	60	22758	1067	68890	215871	886	53069	2066	3103	752	641	443	11110	30254	3	719	700	439	21493	1477	1449	15104	1958	2431	3132	77802	167744	1721	21771	2421	31260	1597	9182	34545	194	28	66315	18851	1370	10091	0	851	2	195	3631	5803	35	302378	9628	2024	144931	12788	8536	3246	179	134641	15891	73678	6745	96	2433	6160	242	3739	11708	6127	1174	31930	5970	27165	4794	1726	95	7057	1540	4466	1466	30765	90491	214175	3164	25347	7333	3661	266	382	761	777212	4033	71	78330	3738	0	3	18524	18938	49984	11	511	1125	0	574	508	1852	5145	17	2255	310	190	671	501	794	740	0	32364	8137	1211	27488	2783	415	54814	61844	115519	428561	98	7745	1096	7460	464	8089	31169	32497	2145	1689	20760	3211	1167	1590	22	10	265	4760	4988	3821	45115	299644	23871	162167	10543	34	550	240968	25	172	107282	7	0	19	134	19	1371	0	297	16832	6	36	92	109	17	2	0	2618	4296	4888	3604	182	82	5081	0	27463	2	1545	3126	44	42	585	45	73	54	0	35	27	58	4	37	149	107	412	79	213	17	437	174	796	0	80	1537	0	3963	24	1581	49	109525	0	1	5	817	866	1337	97	110	931	45	2074	183	1200	167	690	545	3625	1367	345	2	12258	226	1	108	1	13	3	403	277	4059	4	696	6	319	74	81	397	45	407	2967	1352	282	5266	38	12757	17	5872	1063	286	679	53	59	130	633	943	14886	25948	4197	83410	1323	21784	9171	12797	80902	3026	6	6	47	390	40	68	0	1847	1	66	0	1	26	9	2882	1268	263	116	14	21	177	41	0	20	4444	445	7312	953	219	3326	1904	2875	5	22	12	1868	0	0	16	10	10	30	10	29	153	1751	573	950	2260	12	380	0	18	5	77	577	2	3	653	540	513	773	665	5	2202	91	463	201	4527	38	313	107	10964	24	869	1231	0	2	436	9	41	55	39	214	56	115	27	4	6	4	35154	1793	0	2	6	26	1327	5	31	2	21	14	178	48	0	59	0	2	3	6	21	59	73	64	200	5	21	143	5808	5	800	35	267	826	157	669	0	9519	4	166	120	201	151	1	1277	3	0	594	27	108	14	216	30	13	126	0	20	128	872	1042	150	30	16	0	132	130	1	72	4	145	60	0	0	0	410	4	13	2	40	10095	2	0	59	0	0	0	25	0	936	0	12	0	17	30	159	0	85	1728	4303	0	2843	81	9	4	578	3	115
2294	112	4	229	525	0	1536	175	1132	3090	19	28877	24964	34	559	571	301	7220	102	119	466	2952	154	69	20	241526	38709	11826	129923	30036	199577	21174	3781	52590	325573	21210	160506	5111	253277	262830	23783	20973	400565	221169	125055	330344	35304	6087	34577	857	49091	269	67912	4584	102200	92781	9	0	3	69	10377	13880	2827	146	946224	1	169189	59	22518	1112	69236	215849	892	53352	2107	2969	789	690	429	10901	30066	4	696	670	465	21175	1514	1431	15153	2004	2393	3078	77612	167540	1625	21551	2445	31678	1679	9389	34864	188	21	65806	18580	1424	9967	0	847	3	180	3719	5916	55	302173	9731	1996	144432	12804	8585	3237	160	135134	15724	73415	6604	103	2461	6100	229	3842	11638	6127	1140	31810	5979	27369	4695	1670	108	6918	1629	4443	1541	30736	90968	214500	3134	25510	7497	3580	235	396	771	778152	4039	75	78541	3668	0	3	18247	18907	50485	9	541	1126	0	558	454	1940	4994	17	2167	275	209	730	502	767	706	0	32481	8048	1179	27296	2756	431	54673	61438	115155	428304	93	7535	1078	7418	463	8070	31285	32147	2172	1711	20705	3221	1241	1609	29	5	329	4677	4846	3717	44856	299458	23586	162921	10581	36	541	240088	18	167	108066	7	4	20	123	12	1396	0	322	16842	4	25	84	110	20	1	2	2602	4341	4811	3689	207	72	5115	0	27620	0	1629	2970	39	49	531	45	67	50	1	35	24	63	4	47	153	107	406	70	201	16	441	143	732	0	77	1498	0	3991	15	1630	45	109723	0	3	4	789	842	1296	103	107	925	46	2069	187	1142	167	641	595	3650	1415	322	1	12501	215	3	105	0	10	3	428	265	4192	6	661	5	330	76	94	396	34	416	2911	1293	289	5324	27	12776	17	5976	1129	314	655	63	67	105	722	912	14770	26103	4166	83115	1275	21745	8894	12770	80099	3019	8	6	40	362	64	84	0	1852	1	71	0	2	32	9	2821	1239	269	120	13	24	183	49	3	26	4332	404	7165	864	185	3221	1843	2713	8	23	14	1823	0	0	20	4	15	30	13	34	140	1775	553	909	2194	12	382	0	18	6	74	617	6	4	700	531	528	799	693	8	2154	102	500	191	4631	25	274	111	10783	22	849	1196	0	1	429	13	36	42	35	208	55	159	30	2	12	0	35717	1823	0	3	7	23	1265	3	25	0	16	10	197	41	0	54	0	4	0	2	16	49	58	50	159	1	16	130	5793	1	802	24	271	785	153	636	1	9440	2	168	137	212	143	0	1278	4	0	597	14	88	6	206	29	11	120	0	13	123	938	1038	144	32	22	1	101	110	0	57	1	124	47	0	0	0	420	7	13	2	36	9959	2	0	50	0	0	0	11	2	905	0	24	0	7	42	144	0	82	1763	4325	0	2801	74	13	3	569	4	115
2279	90	4	213	500	1	1567	169	1168	3134	15	29115	25017	26	564	577	327	7181	93	123	455	2943	163	76	17	242030	38732	11865	129316	30199	200174	21488	3871	51927	326783	21140	159570	4948	253926	262659	23689	20492	400610	219779	124781	330052	34978	6124	34684	840	49311	286	67642	4518	101879	93200	4	1	2	89	9716	13129	2567	131	948258	5	168263	49	22569	1095	69308	216176	889	53145	2117	3024	762	687	433	10969	30329	1	732	696	446	21241	1527	1444	15204	1931	2441	3130	77457	167385	1647	21608	2525	31632	1639	9224	35007	171	19	65821	18762	1473	10040	0	845	2	194	3754	5858	52	301889	9583	2060	144665	12879	8540	3185	186	135411	15584	73443	6764	88	2461	6050	252	3712	11657	6091	1129	31918	5796	27409	4833	1693	97	6935	1574	4425	1489	30458	90999	213422	3064	25390	7552	3587	251	407	786	776028	4073	62	77756	3628	0	4	18360	18906	50466	10	509	1146	0	570	490	2008	5102	11	2148	275	209	723	476	808	749	0	32594	7981	1232	27491	2694	448	54602	61613	115181	427975	104	7720	1090	7263	442	7865	31250	31972	2225	1723	20739	3228	1254	1652	30	8	301	4744	4893	3815	45051	299747	23972	162863	10657	32	562	240931	27	150	107577	2	4	13	149	17	1348	0	312	16830	8	36	93	108	22	1	1	2518	4268	4900	3692	198	85	5062	0	27496	0	1516	3031	32	56	574	46	76	52	1	38	18	45	2	47	159	105	418	86	219	15	429	174	749	0	79	1532	0	3890	17	1479	58	109335	0	2	5	828	908	1344	92	120	964	39	2052	184	1116	172	627	523	3581	1496	326	3	12317	215	4	106	0	12	7	428	303	4200	2	627	3	340	72	87	386	33	401	2931	1303	278	5305	35	12902	16	6062	1150	325	647	63	58	125	684	949	14783	26009	4128	83161	1322	21679	9055	12641	80382	3064	5	5	24	362	55	87	0	1814	2	65	0	2	36	8	2896	1296	287	111	15	15	200	47	2	14	4329	386	7266	915	202	3224	1772	2720	8	20	8	1881	0	0	19	5	15	33	12	31	162	1725	603	948	2227	15	394	0	20	3	74	633	1	5	627	543	509	839	656	7	2215	73	514	222	4678	37	282	95	10710	28	897	1250	0	1	425	13	36	35	30	219	64	140	32	4	13	1	35604	1833	0	2	5	21	1308	3	24	2	23	17	193	55	0	60	0	2	1	5	18	56	67	60	164	2	24	145	5774	2	804	36	240	765	141	650	0	9524	5	176	141	197	170	1	1274	2	1	567	19	101	11	208	29	14	135	0	14	124	887	1034	162	34	28	0	111	124	1	67	3	139	56	0	0	0	375	6	9	3	49	10080	0	0	64	0	0	0	18	1	947	0	20	0	16	25	125	0	83	1754	4223	0	2895	85	11	3	521	3	115
2359	97	4	205	526	0	1571	161	1116	3109	18	29149	25118	33	575	582	349	7354	114	110	410	2891	152	72	11	242126	38746	11979	129721	30054	199213	21510	3931	52156	325897	21080	160314	4937	253918	262769	23725	20615	399836	220598	123909	331425	35200	6056	34774	858	49608	276	68150	4533	102114	93288	2	1	2	83	10060	13490	2796	136	944982	11	169382	46	22705	1119	69078	216392	901	53407	2088	3031	771	709	426	10981	30396	2	764	659	489	21555	1523	1496	15314	2036	2502	3133	77776	167429	1721	21766	2383	31648	1636	9365	34696	185	19	65995	18995	1376	10121	0	863	3	190	3653	5835	44	300683	9702	2122	144679	13021	8584	3282	156	135177	16040	73810	6802	91	2538	6274	230	3816	11693	6290	1119	32454	5898	27233	4687	1627	114	6907	1595	4437	1518	30887	91194	213430	3094	25548	7448	3596	254	413	802	776681	3991	78	78546	3637	0	5	18482	18824	50528	12	533	1102	0	575	492	1937	5108	18	2114	289	218	717	495	778	712	0	32547	8129	1173	27321	2696	380	54572	61127	115625	428122	97	7918	1049	7433	465	8138	30922	32238	2127	1727	20624	3203	1220	1626	24	3	312	4820	4938	3752	45067	301418	24157	162995	10750	28	533	240722	25	147	107812	3	3	19	147	9	1380	0	311	16707	10	37	85	125	24	1	1	2577	4288	4850	3719	207	96	5157	0	27351	0	1497	3032	48	47	549	49	68	48	0	32	32	71	7	47	162	113	421	83	198	18	459	202	765	0	85	1533	0	4018	14	1533	63	109524	0	5	7	858	811	1317	98	120	972	40	2086	207	1248	166	680	587	3547	1417	313	3	12485	245	2	113	1	13	7	421	245	4118	7	664	8	325	71	93	386	39	398	2974	1364	269	5304	23	12649	19	5898	1091	296	643	58	61	114	678	988	14821	26132	4196	82869	1284	21773	9042	12733	80003	3053	12	5	48	355	47	86	0	1776	2	71	0	2	37	6	3009	1377	300	106	23	17	202	37	4	25	4370	460	7169	893	191	3278	1772	2805	7	19	12	1929	0	0	22	10	15	42	14	37	180	1801	610	920	2193	19	414	0	19	2	67	597	2	1	623	543	519	789	680	6	2228	103	480	176	4572	44	270	125	10764	25	866	1214	0	0	483	11	45	61	43	216	50	150	41	8	11	5	35642	1879	0	1	4	22	1254	7	34	1	20	17	195	55	0	52	0	5	1	1	14	43	52	44	172	2	28	139	5859	3	856	33	272	838	143	638	3	9426	4	190	131	228	129	0	1249	6	1	599	19	103	10	237	35	16	127	0	14	114	897	1085	152	44	23	2	111	101	0	51	0	115	42	0	0	0	405	6	9	5	49	9937	0	0	75	0	0	0	19	0	979	0	21	0	8	25	174	0	74	1765	4269	0	2954	72	10	2	582	2	109
2319	91	5	259	557	3	1621	199	1149	3135	17	28991	25071	28	635	634	350	7171	106	142	493	3052	172	66	9	241765	38598	11837	129192	30160	199163	21283	3941	52197	325473	20863	160589	5136	253811	262212	23561	20710	400117	221512	125167	330292	35319	6026	34886	869	49424	294	68621	4595	102442	93080	9	1	1	70	9843	13279	2591	129	946159	7	167716	50	22713	1079	68919	216014	914	53676	2040	3045	833	721	404	10921	30197	1	761	661	439	21250	1522	1435	15134	2022	2385	3159	78028	168052	1714	21850	2396	31600	1573	9337	35143	182	21	66198	18906	1415	10002	0	874	4	204	3806	5760	39	301470	9576	2035	144640	12878	8533	3184	170	135411	15679	73693	6651	89	2458	6190	239	3700	11597	6086	1141	32097	6035	27673	4747	1667	111	7112	1644	4427	1586	30863	91133	213948	3000	25477	7668	3738	265	417	762	777354	4170	62	78725	3649	0	5	18370	18853	50624	11	520	1197	0	549	497	2006	5095	9	2187	293	225	696	556	770	722	0	32607	8179	1201	27313	2675	432	54650	61533	115440	428208	88	7881	1084	7522	506	8033	30874	32287	2206	1715	20660	3191	1179	1657	32	10	301	4841	4965	3772	44685	300383	24031	162096	10589	48	553	240448	21	140	108047	2	1	30	147	20	1444	0	289	16975	9	29	90	130	21	1	0	2516	4282	4840	3716	200	74	5052	0	27575	2	1592	2999	35	63	527	56	84	48	1	39	24	59	1	41	162	115	426	82	211	27	488	204	761	0	84	1518	0	3959	16	1566	60	109508	0	1	7	862	898	1317	85	113	899	41	2054	170	1123	181	657	567	3626	1403	316	4	12399	238	6	117	1	12	3	428	295	4305	5	651	3	336	65	85	418	30	448	2986	1359	321	5259	39	13076	20	6139	1183	322	643	62	62	104	648	984	14783	25956	4018	83252	1288	21599	8947	12824	80968	3031	6	3	39	354	38	80	0	1827	2	55	0	5	31	16	3023	1309	302	140	11	28	196	38	2	17	4355	394	7140	889	208	3223	1860	2749	5	16	17	1934	0	0	33	9	22	40	10	31	189	1778	600	935	2212	11	376	0	22	10	61	656	1	9	689	524	486	808	734	9	2222	85	534	218	4745	47	279	92	10908	21	867	1202	0	0	427	13	37	39	28	214	63	137	43	8	9	4	35420	1810	0	0	13	26	1313	4	27	0	22	17	219	55	1	57	0	5	3	7	13	72	74	66	165	1	28	138	5750	1	789	27	258	781	153	642	0	9482	5	164	157	201	166	2	1266	3	0	561	15	92	7	186	24	10	118	0	20	106	909	1022	142	26	11	0	105	133	2	74	4	149	62	0	0	0	382	11	13	2	51	9953	0	0	82	0	0	0	11	0	984	0	24	0	7	31	138	0	68	1729	4314	0	2988	80	7	0	557	1	93
2312	120	2	247	552	0	1567	190	1153	3158	16	28889	25160	32	587	592	332	7339	94	117	428	2901	142	74	15	242230	38688	11836	130143	30062	200023	21444	3915	52013	326589	20814	160343	5047	254476	262201	23518	20671	399642	220342	124202	329595	34862	6074	34799	831	49289	270	67728	4556	102162	93434	3	1	1	87	10073	13525	2763	141	945882	11	168639	42	22789	1080	68735	216406	853	53118	2089	3109	807	700	414	10875	30210	6	744	654	461	21439	1501	1465	15287	2006	2332	3160	77999	167463	1595	21927	2373	31554	1586	9354	34680	173	21	66315	18776	1382	9955	0	828	2	174	3659	5894	37	301825	9603	2064	144466	12605	8411	3191	165	135006	15660	73686	6563	102	2499	6034	242	3816	11780	6124	1065	32009	6055	27268	4725	1619	95	6841	1623	4458	1482	30492	90961	213858	3189	25315	7437	3615	257	370	727	776865	4021	66	78413	3709	0	5	18392	18892	50311	8	539	1119	0	564	512	1949	5166	21	2123	297	213	716	534	827	765	0	32374	8036	1204	27551	2744	450	54968	62102	115494	428747	109	7781	1147	7422	463	8029	31239	32528	2176	1719	20657	3209	1152	1662	34	4	306	4699	4814	3803	45138	300184	23976	162855	10800	37	539	240443	31	141	107693	9	0	23	142	10	1431	0	306	16902	7	34	93	108	14	2	1	2646	4374	4912	3731	183	63	4977	0	27306	0	1518	3082	41	47	557	60	86	45	2	45	27	60	5	40	158	98	392	86	213	25	471	192	743	0	78	1554	0	3948	13	1540	53	109691	0	1	2	840	948	1320	80	114	925	48	2118	179	1167	142	638	591	3499	1464	330	2	12409	232	2	101	0	6	3	411	322	4135	5	665	5	330	75	87	423	39	452	2939	1263	286	5253	25	12641	14	5934	1109	358	623	57	66	117	672	969	14810	26088	4172	82905	1342	21843	9166	12703	80450	3010	6	5	49	379	53	79	0	1835	0	76	0	1	26	8	2974	1313	283	120	9	25	179	48	3	29	4354	412	7327	938	223	3291	1805	2715	6	12	13	1886	0	0	23	3	16	34	10	29	175	1753	633	969	2262	13	384	0	14	4	75	596	1	5	625	511	578	820	711	7	2192	102	480	243	4581	44	265	115	10693	32	919	1277	0	4	470	11	52	44	43	209	53	144	34	5	10	4	35577	1884	0	0	7	27	1289	3	24	1	22	16	193	51	0	62	0	3	0	2	20	53	55	47	175	3	27	132	5820	4	823	45	256	798	162	695	0	9546	8	170	121	200	186	0	1255	2	0	619	23	119	15	218	33	18	142	0	10	125	893	1024	170	35	20	1	119	105	0	54	0	119	43	0	0	0	444	6	6	2	43	9957	1	0	73	0	0	0	15	1	960	0	23	0	10	33	146	0	84	1841	4249	0	2942	81	16	7	562	0	134
2293	128	4	215	509	1	1520	170	1152	3192	23	28990	25109	25	608	599	339	7367	86	126	464	2956	164	87	12	241195	39053	12004	129477	30286	199958	21271	3904	52132	326122	21062	160914	5072	254441	263344	23503	20826	399772	221122	124696	330905	34983	6262	34682	898	49297	279	68152	4537	102345	93264	6	1	3	68	9903	13334	2599	123	946748	8	168152	52	22468	1168	69129	216757	945	53431	2208	2976	751	666	405	10882	30537	7	745	661	460	21197	1457	1395	15130	2005	2435	3022	77398	167472	1641	21684	2479	31478	1660	9216	34630	194	23	66004	18750	1433	10113	0	892	4	202	3625	5955	37	301890	9677	2083	145219	12961	8720	3198	169	134463	15946	73632	6726	83	2462	6035	243	3743	11714	6104	1163	31847	6144	27291	4755	1685	93	6947	1634	4399	1464	30666	90882	214176	3099	25600	7503	3660	251	424	794	777426	4066	83	79240	3771	0	3	18468	19078	51235	14	522	1148	0	550	470	1899	5032	23	2149	295	210	691	529	799	730	0	32454	8133	1213	27382	2741	433	54591	61343	115135	427239	96	7754	1041	7598	475	8247	31228	32606	2098	1643	20826	3236	1202	1601	22	4	305	4792	4964	3780	44847	300149	24003	162245	10593	34	528	239950	23	156	107581	11	2	23	140	10	1364	0	295	16849	10	36	84	104	27	0	0	2476	4256	4872	3818	211	83	5128	0	27615	1	1579	3031	38	42	524	44	90	47	0	30	35	73	3	52	149	123	391	71	209	15	429	185	728	0	78	1553	0	3870	12	1578	62	109480	0	4	8	842	889	1339	89	125	915	45	2012	184	1138	160	658	525	3607	1435	370	2	12254	230	1	123	2	15	7	394	291	4097	2	685	7	301	62	73	379	33	404	2986	1355	286	5314	24	12632	23	5902	1075	300	618	49	55	102	656	972	14664	25796	4118	82568	1303	21698	9007	12670	80564	2973	11	5	50	368	41	87	0	1758	4	89	0	1	25	7	2960	1281	276	115	16	16	177	40	2	14	4259	406	7188	870	188	3179	1790	2753	7	16	10	1914	0	0	18	5	19	33	13	35	170	1797	593	913	2192	21	426	0	21	4	75	587	2	3	631	531	551	809	675	3	2178	82	473	212	4546	40	263	103	10700	24	853	1207	0	2	417	7	46	43	32	200	42	144	36	4	6	3	35512	1818	0	0	6	14	1246	3	24	0	20	16	201	54	0	52	0	2	2	1	17	46	54	46	170	2	25	136	5843	2	839	31	276	777	143	650	2	9418	3	198	126	223	162	0	1301	6	1	636	19	97	10	204	35	15	125	0	17	125	857	981	150	36	24	0	112	104	0	53	0	118	43	0	0	0	445	8	10	7	52	9886	0	0	69	0	0	0	13	0	963	0	19	0	10	17	136	0	84	1752	4255	0	2917	79	11	4	606	1	119
2366	109	8	216	542	1	1536	166	1107	3162	15	28787	25247	34	584	559	306	7238	88	126	434	2980	164	56	8	240752	39089	11821	129900	30268	200139	21565	3799	52416	325710	20799	160352	5000	253026	262416	23549	21025	400031	220374	124912	330405	35414	6049	34641	819	49169	271	67889	4652	102603	92664	2	0	3	73	10018	13500	2668	137	946809	6	168223	56	22396	1110	68896	216966	931	53152	2044	2960	771	706	427	10791	30559	3	704	677	464	21112	1514	1421	15258	1944	2447	3084	77628	167150	1696	21499	2487	31930	1643	9381	34953	182	22	66020	19062	1435	10016	0	816	2	171	3713	5997	38	302398	9732	2006	144931	12862	8579	3208	186	135516	15743	73641	6714	118	2532	6186	225	3761	11456	6126	1150	32218	6065	27505	4840	1613	118	6909	1648	4552	1575	30919	91121	214622	3037	25469	7560	3686	232	372	755	775967	4065	70	78715	3694	0	8	18344	18882	50581	12	545	1137	0	560	452	2004	5099	24	2160	269	214	670	481	850	778	0	32561	8081	1173	27737	2747	399	54086	61176	115099	426666	79	7841	1007	7583	488	8174	30864	32537	2181	1693	21039	3351	1178	1687	41	5	286	4621	4821	3875	44962	300293	24172	162558	10785	32	506	240889	20	164	108096	7	1	17	126	13	1416	0	287	16823	5	27	84	106	19	3	0	2619	4292	4993	3666	211	86	5045	0	27512	0	1500	3041	32	52	563	50	64	41	3	44	26	66	2	49	148	94	402	74	193	16	431	203	718	0	90	1590	0	3952	11	1640	49	109206	0	0	1	795	829	1289	90	98	882	49	2085	151	1153	171	654	549	3545	1450	336	1	12505	192	4	95	0	11	2	429	257	4210	4	651	2	332	82	87	401	36	419	2907	1291	276	5384	29	12829	13	6024	1168	305	640	63	73	120	638	919	14929	26141	4206	83187	1369	21400	8934	12961	80455	3013	3	7	51	365	51	73	0	1774	1	74	0	3	22	6	3017	1316	296	111	12	18	168	37	2	24	4400	413	7170	874	200	3254	1865	2789	13	25	10	1824	0	0	26	8	11	28	9	29	189	1664	569	913	2197	25	440	0	16	3	68	633	2	2	630	562	531	824	700	9	2151	80	513	186	4670	50	259	97	10769	15	817	1146	0	2	428	14	43	46	28	216	57	131	36	6	5	3	35324	1894	0	2	5	32	1261	3	25	1	16	11	193	43	0	51	0	4	1	3	13	49	60	52	179	3	16	150	5638	2	732	24	240	770	150	623	0	9413	3	207	139	181	137	0	1261	1	0	636	17	81	6	193	17	5	105	0	14	117	903	1027	127	28	17	0	115	113	0	59	1	127	48	0	0	0	414	6	10	9	41	9983	0	0	82	0	0	0	21	0	913	0	25	0	16	21	146	0	75	1752	4234	0	2981	69	12	4	579	2	121
