k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii	0	0	0	0	0.00229	0.00028	0	0.02127	0	0.28232	0	0	0	0.10447	0	0	0	0.00008	0.00413	0.00273	0.33041	0	0	0	0	0.00522	0.07422	0.0529	0	0.00001	0	0	0.15968	0.00372	0	0.00272	0	0.00034	0.18742	0	0.00068	0	0	0.00019	0.00011	0.00002	0	0	0.03188	0	0	0.02653	0.00123	0.00036	0	0.00337	0	0	0.00008	0.00004	0.00016	0	0	0.00128	0	0	0	0.02077	0	0.20369	0	0	0.01744	0	0	0	0.02309	0	0.00001	0	0.00005	0.00016	0	0	0	0	0.13888	0	0.00001	0.0015	0	0.05941	0.00006	0	0.00062	0.00064	0.00413	0	0.00139	0.0001	0	0.00632	0.03698	0	0.00168	0	0	0.00001	0	0	0.00587	0	0.00013	0	0	0.0775	0	0	0.00031	0.00001	0.0507	0	0	0	0.00007	0.44398	0.00096	0.04656	0	0.00308	0.08843	0	0.00091	0.01787	0	1.22315	0	0.01408	0	0	0	0	0.00003	0	0	0	0.03902	0	0.00033	0.00004	0.00012	0	0	0.00009	0	0	0	0	0	0	0	0	0.00013	0	0	0	0.00002	0.00022	0.00002	0.04488	0.00417	0	0	0	0.00045	0.08885	0.0037	0.00005	0	0.00448	0.03571	0	0.00011	0	0	0	0	0.00342	0.12407	0.00003	0.02019	0.00002	0.00332	0.05128	0.00014	0	0.00075	0.00002	0	0.01935	0	0	0.00001	0.03157	0	0	0.00017	0	0	0.21143	0	0	0.17465	0.00437	0.00086	0.008	0.07713	0.00031	0	0.07638	0	0.00099	0	0	0.00004	0.00051	0	0.01242	0.027	0.00108	0.0058	0	0	0	0	0.00016	0	0.00009	0	0	0.00581	0	0	0	0	0.00415	0	0.16252	0	0.00977	0	0	0	0.01808	0	0.00004	0	0	0	0.00459	0	0.02081	0.00224	0.00019	0	0.40694	0.02346	0.00069	0	0	0	0	0	0.00021	0	0.00083	0.17428	0	0.16417	0.00067	0.00002	0.01971	0.47633	0	0	0.00002	0	0	0.0021	0.07307	0.11553	0.0611	0	0	0.00004	0.00982	0.00011	0.10169	0.03034	0.00004	0.00013	0.00001	0.00129	0	0	0	0	0.02203	0	0	0.02548	0	0.00022	0	0	0	0	0	0	0.13443	0.00002	0.00002	0.00027	0.00837	0	0	0	0.00003	0.03359	0	0	0	0	0	0.00211	0	0	0	0.54344	0	0.00016	0.0006	0.13249	0	0	0	0	0.00362
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_unclassified	0	0	0.00988	0	0	0	0	0.00066	0	0	0	0	0	0	0	0	0	0.02301	0.01731	0	0	0.00003	0.02503	0.00007	0	0	0	0.00002	0	0	0	0	0.00118	0	0	0	0	0	0	0.00001	0.00081	0	0	0	0.00008	0	0	0	0	0	0	0.00215	0	0	0	0	0	0	0.00026	0	0	0.00002	0.00014	0.00031	0	0.00168	0	0	0	0	0	0	0	0.00846	0	0	0	0	0	0	0	0	0	0	0	0	0.00365	0	0.00004	0	0.00074	0.00003	0.00072	0	0	0	0	0.00026	0	0.00721	0	0	0.00077	0	0	0	0	0	0.00002	0.00001	0	0.00009	0	0.00043	0	0	0	0	0	0	0	0	0	0	0	0.02155	0	0	0	0.00023	0.00418	0.00009	0.00003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00001	0	0	0.00147	0	0	0.00095	0.00405	0	0	0	0	0	0	0	0.00064	0.00096	0	0.0239	0	0	0	0	0.00001	0	0	0	0.0017	0	0.00023	0	0	0	0.00003	0.04548	0.00078	0	0	0	0	0.00404	0	0	0.00002	0.01693	0.03707	0	0	0.00684	0	0	0.32113	0.05704	0	0	0	0	0	0	0	0	0.28734	0.00001	0	0.00108	0	0.00004	0.00256	0.00603	0	0	0.00156	0	0	0	0	0	0.00029	0.00017	0	0	0	0	0	0	0.05666	0	0	0.0039	0	0	0	0	0	0	0.00007	0	0	0	0.00002	0	0.00056	0.00002	0	0	0.01196	0	0	0	0	0	0	0	0	0.00003	0	0	0.00856	0	0.01043	0	0	0	0	0	0	0	0	0	0	0	0.00205	0	0	0.00292	0	0.05602	0	0	0.0003	0	0	0	0.00112	0	0	0.00045	0	0	0	0.01074	0	0.01271	0	0	0.08063	0	0.02306	0	0	0.00407	0.00154	0	0	0.01147	0	0.00002	0	0	0	0	0	0.00078	0.00014	0	0	0	0.00011	0.09508	0	0	0	0.04347	0	0	0	0.00002	0.00031	0	0	0	0	0	0	0.02274	0.02009	0.0002	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_stadtmanae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00002	0	0	0	0	0	0.00002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00001	0	0	0	0	0.00003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00004	0	0.00033	0	0.00006	0	0	0	0	0	0	0	0	0	0.00004	0.00027	0	0	0	0	0	0.00047	0	0.00003	0.00011	0	0	0	0	0	0	0	0	0	0.00043	0	0	0	0	0	0	0	0	0	0.00069	0	0.00023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00694	0	0.00136	0.00002	0.01683	0.00172	0	0	0.00296	0	0	0	0	0	0	0	0	0	0	0	0.00244	0	0	0.00113	0	0	0	0	0.01378	0	0	0	0	0.0112	0	0.00054	0	0.00003	0	0.00006	0	0	0.01423	0	0.003	0	0	0.00134	0	0	0.0087	0.00482	0.00277	0	0.00006	0.00938	0	0.00015	0.09368	0	0.00005	0	0	0.00604	0.00001	0	0	0	0	0.00356	0	0.00001	0	0	0	0.00003	0.00002	0.00125	0.0003	0	0.00466	0.00005	0.00408	0	0	0	0	0	0	0	0.00016	0.11789	0	0	0	0.00011	0	0	0	0.00147	0	0	0.00012	0	0	0	0	0.03494	0.00188	0	0	0.00597	0	0	0.02895	0.03429	0	0	0	0	0	0.00004	0	0	0	0	0.00006	0.01031	0	0.00044	0	0.00212	0	0	0	0.00028	0	0.04812	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00008	0.00001	0.00007	0	0	0.00687	0	0	0	0	0	0.00001	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii	0.00023	0.00027	0.0333	0.00005	0	0	0.01098	0.00012	0.00004	0.0042	0.00003	0.00028	0.00002	0.00235	0.01346	0.00046	0.00018	0.00472	0.00131	0.00616	0.0013	0.00372	0.00007	0.00095	0.0039	0.01649	0.00176	0.00796	0	0.00125	0.00251	0	0.00056	0.00035	0.00773	0.00001	0.00007	0.00001	0.00873	0.00339	0	0.00123	0.00178	0.0312	0.00015	0.00011	0.00693	0.0101	0.00044	0.00563	0	0.00007	0.00006	0.00001	0	0.01353	0.00005	0	0.00472	0.00001	0.00014	0.00037	0.00287	0	0.00005	0	0.00171	0	0.00015	0.00083	0.00129	0	0.00084	0	0	0.00013	0.00624	0.00162	0.00014	0.01101	0.00181	0.00024	0.00552	0.0002	0.00371	0.00011	0.00025	0	0.00013	0.00142	0.00487	0.00016	0.00637	0.00006	0.00005	0.00018	0.001	0.00049	0	0	0.00317	0.00135	0.0003	0.00036	0.01283	0.00006	0.00586	0.00205	0.00007	0.00097	0.00045	0.00094	0	0.00162	0.00398	0	0.01225	0.00824	0.00372	0	0.00087	0.00219	0.01117	0.00389	0.00071	0.00001	0.00008	0.00014	0.00264	0.00302	0.00008	0.00003	0.00305	0	0.00171	0.00033	0.00286	0.00353	0.0127	0.00032	0.00015	0.00003	0	0.00001	0	0.0027	0.00004	0.00091	0	0	0.00152	0.00046	0.00101	0.0006	0	0.00056	0.00039	0.00054	0.01042	0.00026	0	0.01747	0	0.00005	0.00011	0.0005	0.00023	0.00037	0.00496	0.00016	0.0006	0.0008	0	0.00307	0.00017	0.0002	0	0	0	0	0.00285	0	0	0	0	0.00013	0	0.00068	0	0	0.00004	0	0	0	0	0	0	0	0	0	0.00069	0.00947	0	0	0	0	0.00023	0.01401	0	0	0	0	0	0.00243	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0.00001	0.00091	0	0	0	0	0	0	0.04268	0	0	0	0	0	0	0	0	0	0	0	0.00003	0	0	0	0	0	0	0	0	0	0	0	0	0.00004	0.00004	0	0	0	0	0	0	0	0	0	0.00001	0	0.00005	0	0	0.00024	0.00776	0.00078	0.00165	0	0	0	0	0	0	0	0.00002	0	0	0	0.00003	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012	0	0	0	0	0	0.00104	0	0	0.01055	0	0.00837	0	0	0.00354	0	0.00278	0	0	0	0	0	0	0	0	0	0	0.00001	0	0	0	0.00002	0	0	0.0002	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus	0	0	0.05032	0	0.00037	0	0	0.00008	0	0.00143	0.00136	0	0.00604	0.00271	0.00281	0	0	0	0	0.00062	0	0.00093	0.00005	0.00376	0.01298	0.00305	0	0.00011	0	0.03337	0.04967	0	0.00001	0	0.00331	0	0	0	0	0.00833	0	0.00004	0.00246	0	0	0	0	0.00031	0	0.12598	0.00007	0	0.00051	0	0	0.00003	0	0	0.02114	0	0	0.00045	0.00105	0.00096	0.00092	0.00107	0.00018	0	0	0.00081	0	0	0.00018	0.00165	0.0055	0	0	0	0	0.00791	0.00016	0.0237	0.0029	0	0.00001	0.00339	0.00002	0	0	0.00012	0	0	0	0	0.00023	0	0	0.00814	0	0	0.00585	0.00511	0	0	0.00909	0	0.00184	0.00058	0	0	0.00001	0	0.00011	0.00423	0.00038	0	0.02276	0.00224	0.0319	0	0.02103	0.00892	0	0.0001	0.00003	0.00158	0	0.01056	0	0.00134	0.00001	0	0.03718	0.03491	0	0	0.09076	0.00001	0.01633	0.00043	0.00751	0	0	0	0	0.0013	0	0	0	0.00005	0.00047	0	0.00013	0.00082	0	0	0	0	0.00831	0	0	0.05167	0.00006	0	0.00196	0.00002	0	0	0.05315	0.00017	0.00072	0.00542	0	0.01975	0.00077	0.00194	0	0	0	0	0	0	0.00353	0	0	0	0	0	0	0	0	0	0	0	0	0.00013	0	0	0.00006	0.00096	0	0	0	0.00033	0	0.00028	0.00037	0	0	0	0.00068	0	0	0	0.00125	0	0	0	0	0.00059	0	0	0	0	0.00013	0	0.00014	0	0	0	0.00002	0	0	0	0	0	0	0	0	0	0	0	0	0.00023	0	0	0.00002	0	0	0	0	0	0	0.00007	0.00038	0	0	0	0	0	0	0.00008	0.00013	0	0.00009	0.00065	0	0	0	0	0	0	0	0	0.00001	0	0	0.00006	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00028	0	0	0.00002	0.00081	0	0	0.00017	0	0.00001	0	0	0.00003	0	0	0.00004	0	0	0	0.00003	0	0.00002	0.0001	0.0001	0.00004	0	0	0	0	0.00207	0.00001	0	0	0.00002	0.00048	0.00005	0	0.00023	0	0	0	0.00015	0	0	0	0	0	0	0	0	0.00004	0.00046	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_turicensis	0	0	0	0.00001	0	0	0	0	0	0	0.00001	0	0	0	0	0	0.00001	0	0	0	0	0.00031	0	0.00007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00125	0	0	0	0.0004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00029	0	0	0	0	0	0	0	0	0	0	0	0.00017	0	0	0.00003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00067	0	0	0	0	0	0	0	0.00024	0	0	0	0	0	0	0	0	0.00093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00004	0	0	0	0	0	0	0.00005	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0.01107	0.00003	0	0	0	0	0	0	0	0	0.00707	0	0	0	0	0	0	0.00005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017	0	0	0	0	0	0	0	0	0	0	0	0.00014	0	0	0	0	0	0	0	0	0.00001	0	0	0	0	0	0	0	0	0	0.00193	0	0	0.00061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00031	0	0.00303	0	0	0	0	0	0	0.00006	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00064	0	0	0	0.00084	0	0	0	0	0	0	0	0	0	0	0	0.00006	0.00059	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa	0.0006	0.03031	0.00232	0.01375	0	0	0	0.00043	0	0.00045	0.00306	0.01694	0.00717	0.01676	0.00006	0.00022	0.0304	0	0.01933	0.05886	0.02351	0	0.00374	0.03884	0.0023	0	0.00184	0.07495	0	0.03598	0.00031	0	0.04493	0.00396	0.00008	0.00067	0.00201	0	0.00002	0.00865	0.00002	0.00109	0.03816	0.00035	0.04408	0.00131	0.00001	0.00598	0.01493	0.06355	0	0.00065	0	0.0001	0.00192	0.00007	0.04891	0.00014	0.0095	0.00039	0.00016	0.11305	0.04792	0.0014	0	0.00558	0.00088	0.00213	0	0.00441	0.0001	0.01341	0.00002	0	0.01866	0.02191	0.11844	0.00013	0.02631	0.00491	0.00486	0.00913	0.0432	0	0.00083	0.00008	0.03883	0.00045	0.00431	0.00022	0.03455	0	0.00532	0.08802	0.01715	0.02303	0.07911	0.00742	0.08873	0.00004	0.00003	0.00874	0	0.00238	0.0391	0.00234	0.00108	0.02168	0.00089	0.01635	0	0.03236	0.02123	0.00001	0.0001	0.00043	0.00016	0.05036	0.00021	0.00002	0.05537	0.0225	0.01171	0.00027	0.00004	0.00047	0.02807	0	0.04792	0.00166	0.00033	0.00156	0.00231	0.00072	0.00012	0.00013	0.11874	0.0139	0.01282	0.00013	0.00004	0	0.01011	0.11842	0.01185	0.02045	0	0.0231	0.00006	0.00798	0.00016	0.15336	0.01556	0.00078	0.01938	0.00227	0.00016	0	0	0.00119	0	0.00278	0.00109	0.00361	0.00427	0.26868	0.00019	0.00001	0.00309	0.00078	0.00067	0.00026	0.0629	0.00003	0.00022	0.00146	0.0318	0.00004	0.00002	0	0	0.00088	0.00191	0.00001	0.00002	0.00279	0.00001	0.00026	0.00045	0	0	0.00003	0.00092	0.00344	0.00004	0.00337	0.02414	0.00002	0.00073	0.00224	0.00517	0	0	0	0.00649	0	0.00011	0	0	0.00754	0	0	0.00014	0	0.00508	0.00404	0.00613	0.00007	0	0.00219	0.00046	0.00004	0.00002	0.00062	0	0.00145	0.00095	0.00006	0	0	0.00017	0.00053	0.00356	0.00229	0	0	0.00044	0	0.00005	0	0	0	0.00007	0.00422	0	0	0	0	0	0.00009	0.00149	0	0	0.00696	0	0.00014	0	0.00009	0	0	0.00066	0.00006	0	0	0.00002	0.00649	0	0.00002	0	0.00013	0.00002	0	0	0	0.00901	0.00328	0	0.00153	0	0.00034	0.00072	0.00001	0.00015	0	0.03238	0	0.00002	0.01511	0.0001	0	0	0.00008	0	0	0.00006	0.00047	0	0	0.00121	0	0.00027	0	0	0.00955	0	0.01102	0	0	0.00097	0.00005	0	0	0.00064	0.01021	0.00381	0.00124	0	0	0	0.00005	0.00536	0.00363	0	0	0	0.00172	0.00553	0	0.00015	0.00018	0.00079	0	0.00058	0	0.00152	0.00001	0	0	0	0	0.00695	0	0.00729	0.00521	0.00015	0	0.00006	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_unclassified	0	0.00029	0.02078	0.00011	0	0	0.00016	0	0	0	0	0	0	0.00011	0.00949	0	0.00003	0.00254	0	0.00008	0.00001	0.00092	0.00012	0	0.00001	0.00275	0	0.00866	0	0	0	0	0.00404	0	0.00072	0.00007	0	0	0	0	0	0	0.00449	0	0	0.00008	0	0.00155	0.01727	0.01365	0.00548	0	0.00001	0.00093	0	0.00699	0	0.00079	0.00413	0	0	0.00094	0	0.00063	0.00001	0.00708	0	0.00021	0	0	0.00006	0	0.00194	0	0.00105	0.0002	0	0	0	0.00036	0	0.00092	0.00003	0	0	0	0.00004	0	0.00001	0.01025	0.01039	0	0	0.00015	0	0.00014	0.0001	0.00006	0.00001	0	0.00174	0.00341	0	0	0.00621	0.00003	0.02834	0.01531	0	0	0.00128	0.00215	0	0.00168	0.00601	0.00073	0.00053	0.0002	0.00002	0	0.00091	0.00001	0	0	0	0.00283	0	0	0.00733	0	0.00168	0	0.00826	0	0.00005	0	0.04613	0	0.02116	0	0	0	0	0	0	0.00004	0	0.00549	0	0	0.00056	0.00167	0	0.00003	0	0.00114	0.00012	0.00004	0.00006	0	0	0.03216	0	0	0.00084	0	0	0.0016	0.00026	0	0.0008	0.00438	0	0	0.00016	0	0	0	0.00227	0.00016	0	0	0.00116	0	0	0.0009	0	0	0.00013	0.00003	0	0.00218	0	0	0.00049	0.00025	0	0.00148	0.00066	0.00002	0.00238	0.00013	0	0	0.00002	0	0.00001	0.0001	0	0	0	0.00128	0	0.00099	0.00001	0	0	0	0	0	0.0001	0.00033	0	0	0	0.00006	0.00028	0.00005	0	0.00011	0	0	0	0.00001	0.00071	0.00119	0	0.00005	0	0.00034	0	0.00008	0	0.00001	0	0.00004	0.00001	0	0.00004	0.00022	0.00001	0	0	0	0.00184	0	0.00018	0.00011	0	0.00008	0.00131	0	0	0	0	0.00004	0.00033	0.00087	0.00071	0.00012	0.00001	0	0.00063	0.00068	0.00057	0.00014	0	0.00002	0	0	0.00001	0	0	0.0002	0.00027	0.00016	0.00001	0	0	0.00006	0	0.00036	0.00003	0	0	0.00012	0.00002	0.00491	0	0.00003	0.00015	0.00016	0	0	0	0	0	0	0	0.00084	0	0	0.00318	0.00033	0.00138	0	0	0.00001	0	0.00018	0.00012	0	0.00001	0	0.00161	0	0.00137	0	0	0	0.00002	0	0	0	0.00009	0.00004	0	0	0	0.00064	0.00003	0	0.00001	0.00008	0.00003	0.00001	0.00025	0.0001
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	0	0	0	0	0	0	0	0	0	0	0	0.00012	0	0	0	0.00001	0	0	0	0	0.00878	0	0	0	0	0	0	0	0.0059	0	0	0	0	0	0	0	0	0	0	0	0.02317	0	0	0	0	0	0.00002	0	0.00074	0	0.00008	0.01856	0	0	0.17157	0	0	0	0	0	0	0	0	0	0	0	0.01126	0	0	0.0043	0	0	0	0	0	0	0	0	0	0	0.42771	0	0.01859	0	0	0.00003	0	0	0.00001	0	0	0	0	0	0	0	0	0	0	0.00224	0	0	0	0	0	0	0	0.00054	0	0.03007	0.00028	0	0	0.00009	0	0.47026	0.00001	0	0.00006	0	0.00379	0.00417	0	0	0	0	0	0.0091	0	0	0	0.0565	0	0.00011	0	0.04441	0	0	0	0.01943	0	0	0	0.13582	0.00667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00042	0	0	0	0	1.7018	0	0	0	0	0	0	0	0.00017	0	0	0	0	0.26085	1.61007	0.01661	1.85754	0.03092	0	0.00108	0.00123	0.0002	0.24617	0.0001	0	0.99192	0	0.00004	0	0.00101	0	0	0.02058	0.00009	0	0.00013	0	0	0.00013	0.17081	0.00563	0	0.03206	0	0	0	0	0.04716	0.78233	0	0	0	0.00012	1.27036	0	1.57793	0.00007	0.00239	0.01297	0.21101	0	0	0.00003	0.00654	0.12229	0.40928	0.00003	0.0435	0	0.03884	0.00001	0.00125	0.02817	0.00314	0.00249	0	0	0	0.02481	0.05425	0.02401	0	0	0.1115	0	0	0.00022	0.00261	0	0.00013	0	0	0.03537	0.09543	0	0.00051	0.00482	0.01406	0	0	0.00003	0	0	0	0.00001	0.02831	0	1.39066	0.003	0.01034	0.03404	0	0	0.00019	0.00001	0	0	0	0	0.00005	0	0	0.01335	0.00003	0	0	0.01297	0.00106	0.03341	0	1.69169	0.52372	0.01064	0	0.00275	0.11723	0.00009	0.01656	0.06352	0.01723	0.00019	0	0.00008	0	0	1.20663	0.00003	0.00395	0.0666	0	0.00006	0.00001	0.00003	0	0.02809	0.00489	0.00011	0.00001	0	0.00035	0.01439	0.00026	0	0.94846	0.06009	0.06088	0	0.03017	0	0.02414	0.08022	0.61136	0.00026	0	3.19465	0.00685	0.00063	0.00023	0.4682	0.00008	0.88616	0.00803
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	0.50135	0	0.01993	0.00016	0.1075	0	0.05212	0	0.00024	0.02757	0	0.00003	0.00013	0	0	0	0.00213	0	0	0	0.4412	0.00001	0	0	0	0.01048	0	0.50625	0	0.00057	0.00237	0	0.00906	0.10808	0.00092	0	0.33472	0.00084	0.00579	0	0	0.04926	0	0.01078	0	0.00188	0	0.13202	0.00041	0	0	0.01324	0	0	0	0	0.00003	0.00639	0.00308	0	0	0.00072	0.00004	0	0	0	0	0	0.00001	0.01348	0	0	0.00143	0	0.00102	0	0.00118	0.00029	0.00087	0	0.01067	0	0.00679	0	0.0004	0.00196	0	0	0	0.00079	0	0.09981	0.00001	0	0.01925	0.00001	0.03578	0.01369	0.28052	0.03167	0	0.00346	0	0.00021	0.00805	0.03005	0	0.00009	0.00004	0.00176	0.02938	0	0.00001	0	0	0	0.57851	0.00052	0.0006	0	0	0	0	0	0	0.00002	0.00005	0.13107	0	0	0	0.07961	0	0	0.00001	0.76153	0	0.50532	0.12695	0	0.0003	0.00317	0	0	0.0001	0.04616	0.00048	0.00008	0	0.03357	0	0	0	0	0	0.01318	0	0	0	0.00001	0.11512	0	0	0	0	0	0.0034	0.00659	0.00001	0	0	0	0	0	0.00379	0.00757	0.00006	0	0.0091	0.02257	0.08064	0.01521	0.00587	0.00014	0	0	0	0	0	0	0.09543	0.00419	0	0.03682	0	0	0	0.00648	0.0067	0.02662	0	0.03561	0.00001	0.10016	0	0	0.00001	0	0.04729	0.00008	0.00037	0.00025	0	0	0	0.02465	0	0.22305	0	0.00013	0	0.07309	0.31557	0	0.00051	0.00011	0.32147	0	0.00347	0	0.00001	0.01602	0.00163	0.24063	0.02415	0	0	0	0.00024	0	0.01803	0.0044	0.00001	0	0	0.0018	0.00004	0.00001	0.00253	0.00003	0	0.00443	0.00004	0.04026	0	0	0	0.36685	0.02061	0.02912	0	0	0.04568	0	0	0	0.00171	0.04314	0	0	0.00034	0.00001	0.00671	0.00729	0.07046	0.00234	0.00001	0.08226	0.01342	0.00004	0.01803	0	0.00702	0	0.00002	0.00115	0.00002	0.0898	0.00003	0.00002	0.00001	0.00009	0	0.00326	0.00598	0.00011	0	0.01141	0.00002	0.32044	0	0.00416	0	0	0	0.00018	0.00001	0.00561	0.0003	0.00728	0	0.72779	0	0.00003	0.00004	0.0715	0.20399	0	0.61954	0	0	0.05001	0	0.00346	0	0	0.00006	0.04342	0.069	0	0.00012	0.00519	0.00001	0	0	0	0.02025	0.00004	0.00002	0	0	0	0	0	0	0.00001	0.00042	0.10435
